brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,warranty,Price,rating,Number of Ratings,Number of Reviews,Touchscreen_Yes,msoffice_Yes,weight_Casual,weight_Gaming,weight_ThinNlight
5,1,1,5,0,1,2,0,4,0,0,43990,2,0,0,0,0,0,0,1
4,1,2,2,1,1,1,0,4,0,1,76012,3,129,16,0,0,0,0,1
5,1,1,5,1,1,2,0,4,0,1,38990,3,33,4,0,0,0,0,1
1,1,3,5,2,1,3,0,4,1,1,78990,3,35,4,0,1,1,0,0
1,1,2,4,1,1,0,2,4,0,0,56990,2,0,0,0,0,1,0,0
5,1,2,3,1,1,2,2,4,2,1,60990,3,131,17,0,1,1,0,0
5,1,2,5,1,1,3,0,4,0,1,82990,2,0,0,1,1,0,0,1
1,1,1,5,1,5,3,0,1,0,1,51990,3,6,2,1,1,1,0,0
1,1,2,5,1,5,3,0,4,0,1,99990,3,35,6,1,0,1,0,0
1,1,3,5,2,1,4,0,4,3,1,131500,2,0,0,0,0,1,0,0
1,1,2,5,1,1,3,0,4,0,1,53190,3,11,0,0,1,1,0,0
1,1,2,5,2,1,3,0,4,2,1,73490,3,213,45,0,0,1,0,0
1,1,0,5,0,1,0,1,4,0,0,22990,2,0,0,0,0,1,0,0
4,1,2,5,1,1,3,0,4,2,1,77990,2,0,0,0,1,0,1,0
0,2,5,4,1,1,2,0,3,0,1,112990,3,640,70,0,0,1,0,0
5,1,2,5,1,1,3,0,4,2,0,60990,2,14,6,0,0,0,1,0
5,1,2,5,2,1,3,0,4,1,1,70990,3,67,4,0,1,1,0,0
1,1,1,5,1,1,0,2,4,0,1,38680,2,17,1,0,0,1,0,0
1,0,10,5,0,1,4,0,1,3,0,138990,2,0,0,0,0,1,0,0
4,0,7,5,1,1,3,0,4,0,0,43490,3,163,33,0,0,0,0,1
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
1,0,10,5,0,5,4,0,4,2,1,124990,4,3,0,1,1,1,0,0
6,1,3,4,2,1,3,0,4,2,1,109990,3,138,30,0,0,1,0,0
4,1,2,5,1,1,3,0,4,0,1,58340,3,69,6,0,1,0,0,1
1,1,3,4,2,3,4,0,4,0,0,165990,2,0,0,0,0,1,0,0
1,1,3,5,2,1,4,0,1,3,1,157249,3,7,0,0,0,1,0,0
1,0,8,5,1,1,3,0,4,0,1,62450,3,172,36,1,1,1,0,0
1,1,0,5,0,4,0,1,1,0,0,17990,2,1180,148,0,0,1,0,0
4,0,9,5,0,1,4,0,4,4,1,159990,3,17,2,0,0,1,0,0
3,0,8,5,0,1,3,0,4,3,0,76190,3,358,64,0,0,1,0,0
7,1,2,5,2,1,2,2,4,0,0,62490,2,8,0,0,0,1,0,0
5,0,8,5,1,1,3,0,4,2,0,69990,3,9,0,0,0,1,0,0
1,1,3,2,2,3,3,0,4,0,1,85990,3,18,0,0,0,0,0,1
6,1,1,4,0,1,2,0,4,0,0,38990,3,53,11,0,0,0,0,1
3,1,2,5,1,1,2,2,4,1,0,71695,3,153,16,0,0,1,0,0
1,1,3,5,2,5,4,0,4,0,1,119990,3,8,1,1,0,1,0,0
1,0,9,5,2,1,3,0,4,2,0,82990,3,1067,145,0,0,0,1,0
4,1,2,5,1,5,3,0,4,0,0,97990,4,3,1,1,0,1,0,0
1,1,0,5,0,1,0,2,4,0,1,23990,2,15279,1947,0,0,1,0,0
5,1,2,4,1,1,3,0,4,0,2,147000,2,0,0,0,0,0,0,1
4,1,2,5,1,1,2,2,4,2,1,71990,3,127,20,0,1,0,1,0
1,1,1,5,1,1,0,2,1,0,0,41500,2,4,0,0,0,1,0,0
3,1,2,5,1,1,3,0,4,1,1,79990,3,23,2,1,1,1,0,0
4,1,0,5,0,1,0,1,4,0,0,27990,2,596,65,0,0,1,0,0
3,1,2,5,1,1,3,0,4,0,1,78900,2,16,1,1,1,1,0,0
5,1,2,5,1,1,4,0,4,0,1,64990,2,4,0,0,1,0,0,1
1,1,3,5,1,1,3,0,4,0,1,77990,3,21,5,0,1,1,0,0
1,1,2,2,1,1,3,0,4,0,1,53690,3,19,3,0,0,0,0,1
3,0,9,5,0,1,3,0,4,0,1,89570,2,0,0,1,1,1,0,0
3,1,2,5,1,1,3,0,4,1,0,61990,3,35,4,0,0,0,0,1
4,0,7,5,1,1,2,2,4,0,1,41999,3,3524,432,0,1,1,0,0
1,1,1,4,1,1,0,2,4,0,1,32890,2,28,4,0,0,1,0,0
3,0,8,5,1,1,2,0,4,0,1,44490,3,14,1,0,0,0,0,1
6,1,1,5,1,1,3,0,4,0,0,48990,3,17,3,0,0,0,0,1
3,1,2,4,1,1,3,0,4,0,1,79500,3,10,1,0,1,0,0,1
4,1,1,5,1,1,3,0,4,0,1,42990,3,158,18,0,1,0,0,1
3,1,2,5,1,1,2,2,4,0,1,54990,2,353,28,0,1,0,0,1
4,1,2,5,1,1,3,0,4,1,1,76990,3,14,2,1,1,1,0,0
5,1,2,5,1,1,2,0,4,0,1,61999,1,4,0,0,1,1,0,0
1,1,2,5,1,1,2,2,4,0,1,64990,2,0,0,0,0,1,0,0
1,1,1,5,0,1,3,0,4,0,1,44890,2,7,0,0,0,1,0,0
0,2,5,4,2,1,3,0,3,0,1,225990,3,42,8,0,0,1,0,0
1,1,0,5,0,1,2,0,4,0,0,29890,3,7,0,0,0,1,0,0
5,0,8,5,0,5,3,0,4,0,2,74798,2,0,0,1,1,0,0,1
5,1,1,5,0,1,2,0,4,0,0,39998,3,10,1,0,0,1,0,0
4,1,1,5,1,1,3,0,4,0,0,44990,2,0,0,0,0,0,0,1
5,1,2,5,1,1,3,0,4,0,2,64990,3,48,12,1,1,1,0,0
6,1,2,4,1,4,0,1,0,4,0,179990,3,24,5,0,0,1,0,0
1,1,1,5,1,1,3,0,4,0,1,41990,2,0,0,0,1,0,0,1
